# LabTests,Runtime in s
10,0.0333096981048584
100,0.02683568000793457
1000,0.03520393371582031
10000,0.041157007217407234
100000,0.3676152229309082
1000000,4.9275174140930185
10000000,40.474339246749885
100000000,2877.645389080048
